/home/shiryezzat/AI/deep_learning_project/data/IMG/center_2023_10_01_21_36_29_398.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/left_2023_10_01_21_36_29_398.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/right_2023_10_01_21_36_29_398.jpg, 0, 0, 0, 7.850943E-05
/home/shiryezzat/AI/deep_learning_project/data/IMG/center_2023_10_01_21_36_29_503.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/left_2023_10_01_21_36_29_503.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/right_2023_10_01_21_36_29_503.jpg, 0, 0, 0, 7.886794E-05
/home/shiryezzat/AI/deep_learning_project/data/IMG/center_2023_10_01_21_36_29_609.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/left_2023_10_01_21_36_29_609.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/right_2023_10_01_21_36_29_609.jpg, 0, 0, 0, 8.005561E-05
/home/shiryezzat/AI/deep_learning_project/data/IMG/center_2023_10_01_21_36_29_716.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/left_2023_10_01_21_36_29_716.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/right_2023_10_01_21_36_29_716.jpg, 0, 0, 0, 7.802888E-05
/home/shiryezzat/AI/deep_learning_project/data/IMG/center_2023_10_01_21_36_29_821.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/left_2023_10_01_21_36_29_821.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/right_2023_10_01_21_36_29_821.jpg, 0, 0, 0, 7.950667E-05
/home/shiryezzat/AI/deep_learning_project/data/IMG/center_2023_10_01_21_36_29_927.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/left_2023_10_01_21_36_29_927.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/right_2023_10_01_21_36_29_927.jpg, 0, 0, 0, 7.803624E-05
/home/shiryezzat/AI/deep_learning_project/data/IMG/center_2023_10_01_21_36_30_033.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/left_2023_10_01_21_36_30_033.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/right_2023_10_01_21_36_30_033.jpg, 0, 0, 0, 7.803721E-05
/home/shiryezzat/AI/deep_learning_project/data/IMG/center_2023_10_01_21_36_30_139.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/left_2023_10_01_21_36_30_139.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/right_2023_10_01_21_36_30_139.jpg, 0, 0, 0, 7.793029E-05
/home/shiryezzat/AI/deep_learning_project/data/IMG/center_2023_10_01_21_36_30_244.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/left_2023_10_01_21_36_30_244.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/right_2023_10_01_21_36_30_244.jpg, 0, 0, 0, 7.914757E-05
/home/shiryezzat/AI/deep_learning_project/data/IMG/center_2023_10_01_21_36_30_355.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/left_2023_10_01_21_36_30_355.jpg, /home/shiryezzat/AI/deep_learning_project/data/IMG/right_2023_10_01_21_36_30_355.jpg, 0, 0, 0, 7.806685E-05
